item_id:token	item_name:token_seq	address:token_seq	city:token_seq	state:token	postal_code:token	latitude:float	longitude:float	item_stars:float	item_review_count:float	is_open:float	categories:token_seq
aRqxT28Tdz2aDiZ7Vkyejw	White Brick Kitchen	641 Bloor Street W	Toronto	ON	M6G 1L1	43.6641761664	-79.4149611996	4.0	246	1	Comfort Food, Restaurants, Breakfast & Brunch
qUWqjjjfpB2-4P3He5rsKw	Levetto	382 Spadina Avenue, Main Floor	Toronto	ON	M5T 2G5	43.6552886	-79.3993028	4.0	145	1	Pizza, Italian, Salad, Restaurants
jo4KmAqlZ7vxjHIP7IIkAw	Café La Gaffe	24 Baldwin Street	Toronto	ON	M5T 1L2	43.6562183	-79.3932983	3.5	115	1	French, Restaurants, Breakfast & Brunch
n7V4cD-KqqE3OXk0irJTyA	GameWorks	6587 Las Vegas Blvd S, Ste 171	Las Vegas	NV	89119	36.0682355	-115.1786334	3.5	556	1	Gastropubs, Arts & Entertainment, Arcades, American (New), Bowling, Active Life, American (Traditional), Eatertainment, Restaurants
A8yT6LIlgRn18p1qbW9-ZA	Pamier Kabob	119 Spadina Avenue, Unit 101	Toronto	ON	M5V 2L1	43.6472101935	-79.3954726614	3.5	84	1	Afghan, Restaurants
J4fxdRNWmqckOHTPJocWEw	ML Tavern	34105 Chagrin Blvd	Moreland Hills	OH	44022	41.4547126	-81.4437063	4.0	71	1	Steakhouses, Beer, Wine & Spirits, Food, Nightlife, Restaurants, Bars
D-RQsQjEVI_w-KC7iDJd5Q	Cuisine Malaya	1411 Elizabeth Ave	Charlotte	NC	28204	35.2154777	-80.8285213	4.0	160	0	Malaysian, Vegetarian, Restaurants, Sushi Bars, Asian Fusion
ajYmOIDZUd2SZjuju3lXzw	Siam Thai Restaurant	410 1st Ave	Pittsburgh	PA	15219	40.436964	-80.000187	4.0	54	1	Thai, Restaurants
JWM8neMfG5nSHKlyaftyzQ	Mountain Shadows	5445 E Lincoln Dr	Paradise Valley	AZ	85253	33.530548	-111.963142	4.0	129	1	Resorts, Venues & Event Spaces, Event Planning & Services, Hotels & Travel, Wedding Planning
oudIKQI8HjqJqiF9pnMmQw	Momo Sushi	550 N Stephanie St, Ste C	Henderson	NV	89014	36.0601168268	-115.0457281423	4.0	471	1	Sushi Bars, Japanese, Restaurants
2DmTw0k3bcXuHdAyxO_bkw	Tryst Cafe - Phoenix	21050 N Tatum Blvd	Phoenix	AZ	85050	33.677854	-111.978579	4.0	671	1	Diners, Coffee & Tea, Breakfast & Brunch, Restaurants, Health Markets, Beer, Wine & Spirits, Specialty Food, American (New), Cafes, Gluten-Free, Desserts, Food
MLRu3fZjJuem-6dGuUoqgA	Arrow Animal Hospital	5130 W Thunderbird Rd	Glendale	AZ	85306	33.6122279	-112.1695343	4.0	157	1	Pets, Veterinarians
9T9A2gli0C539vI_zknuRw	Sweet Note Desserts	505 Highway 7 East, Unit 61-63	Markham	ON	L3T 7T1	43.8425317202	-79.3876048553	3.5	140	0	Food, Desserts
DdZo9MKaDrh9OJnpVwbBUA	The Campus Grille	10 Seminary St	Berea	OH	44017	41.366647	-81.851298	4.5	192	1	Puerto Rican, Restaurants, Caribbean, Food, Latin American, Spanish, Fast Food
4yGrrjIS0gu5gYAUIFU3fA	Mimi's Cafe	10214 N Metro Pkwy W	Phoenix	AZ	85051	33.5802038	-112.1249708	3.0	54	0	American (New), Cafes, Breakfast & Brunch, American (Traditional), Restaurants
0FUtlsQrJI7LhqDPxLumEw	Joe's Farm Grill	3000 E Ray Rd, Bldg 1	Gilbert	AZ	85296	33.321866	-111.726244	4.0	2369	1	Restaurants, Local Flavor, Pizza, American (Traditional), Salad, Italian
hfMeSEwGJBFfgTSHDssl3g	Renegade Coffee Company	5959 N Granite Reef Rd	Scottsdale	AZ	85250	33.523582	-111.899781	3.5	73	1	Juice Bars & Smoothies, Food, Coffee & Tea, Restaurants, Breakfast & Brunch
sCPNcNxYuTnTdlAZohMyQg	Museum Tavern	208 Bloor Street W	Toronto	ON	M5S 1W2	43.6685236	-79.395851	3.5	221	1	American (Traditional), Restaurants
VoTi4yVhTVyFdmxUpoyUsg	Sonora Mesquite Grill	4613 E Thomas Rd	Phoenix	AZ	85018	33.480203	-111.9825532	4.5	165	0	Restaurants, Mexican
68PJJkcq_i0SlLqO6t7Qxw	Asian Legend	418 Dundas Street W	Toronto	ON	M5T 1G7	43.6537925	-79.3951548	3.5	234	1	Chinese, Restaurants, Dim Sum, Beauty & Spas
sjJOsKnXxsQodXMr1i8fsg	CF Toronto Eaton Centre	220 Yonge Street	Toronto	ON	M5B 2H1	43.654412959	-79.3808555603	3.5	283	1	Shopping Centers, Shopping, Hair Salons, Beauty & Spas
CESgogUugOYph4p12qvzFg	Kitsuné	19 Rue Prince Arthur O	Montréal	QC	H2X 1S4	45.5135699	-73.5729282	4.0	64	0	Restaurants, Coffee & Tea, Food, Cafes
QvyG5fZ0mxo5yeLY8jabCA	Dos Gringos	1361 N Alma School Rd	Chandler	AZ	85224	33.326614	-111.8582093	3.0	162	1	Nightlife, Restaurants, Mexican, Bars
KhvwEXKJXRTgcJRNmJNhsA	China Wan Wan	6510 Boulder Hwy, Ste 104	Las Vegas	NV	89122	36.0831959846	-115.0324057102	3.5	177	1	Fast Food, Food, Seafood, Chinese, Restaurants
JDwEvZq0KCSwgEds3LxgMA	Olive Garden Italian Restaurant	4320 E Towne Blvd	Madison	WI	53704	43.1263408	-89.3093134	3.0	62	1	Italian, Nightlife, Bars, Restaurants, Salad, Wine Bars, Soup
IZSvGKO9s6d3tJv5MxHx0A	The Studio A Paul Mitchell Focus Salon	1887 Fulton Rd	Cleveland	OH	44113	41.4830932	-81.7102037	4.0	74	1	Makeup Artists, Massage, Nail Salons, Hair Removal, Hair Stylists, Hair Salons, Beauty & Spas
UhCSu92r2XVPmhQET1c2Bw	Yogurtland	555 N Scottsdale Rd	Tempe	AZ	85281	33.434381	-111.925402	4.5	145	0	Ice Cream & Frozen Yogurt, Food
8Yz1eFsaUy-ny3B6YZDOrg	Outback Steakhouse	7380 Las Vegas Blvd S	Las Vegas	NV	89123	36.0557884597	-115.1715902086	3.5	384	1	Steakhouses, Restaurants
F2pfjAZ_3dMTGCKv6c5wOw	Momocho	1835 Fulton Rd	Cleveland	OH	44113	41.4840151	-81.7098131	4.0	776	1	Mexican, Restaurants
poSV39UqEg-gpESXafS9-g	Angry Crab Shack	3820 E Ray Rd	Phoenix	AZ	85044	33.3175118	-112.0033901	4.0	384	0	Restaurants, American (New), Seafood, Cajun\/Creole, Barbeque
bfp51Aaft7T3M9gQnVsI_g	Canal Street	Orleans Hotel and Casino, 4500 W Tropicana Ave	Las Vegas	NV	89103	36.1019828424	-115.2014914155	3.5	57	0	Seafood, Steakhouses, Restaurants
6gFcUhaYdinTbIhO2pcvdg	Tempe Diablo Stadium	2200 W Alameda Dr	Tempe	AZ	85252	33.400954	-111.9704112	3.0	114	1	Stadiums & Arenas, Arts & Entertainment
TYZIMuHwhZo_Hizenmf8Pg	BZ's Bar and Grill	140 Federal St	Pittsburgh	PA	15212	40.448071	-80.0038351	3.5	82	0	Restaurants, Bars, Nightlife, American (New)
qABb9Wzdn51VcNHdp_Qhpg	Tintoretto Restaurant and Bakery	3355 Las Vegas Blvd S	Las Vegas	NV	89109	36.122113735	-115.1706238888	3.0	171	0	Bakeries, Bagels, Breakfast & Brunch, Gelato, Italian, Food, Restaurants
tOhRQqiupLyJdBJVQMGOEQ	Fairmount Bagel	74 Avenue Fairmount O	Montréal	QC	H2T 2M2	45.5229082	-73.5952772	4.0	645	1	Bakeries, Food, Bagels
OPiPeoJiv92rENwbq76orA	Sonic Drive-In	7390 W Cheyenne Ave	Las Vegas	NV	89129	36.2187526745	-115.2568106429	3.0	96	1	Food, Ice Cream & Frozen Yogurt, Burgers, Restaurants, American (Traditional), Fast Food
Ec9CBmL3285XkeHaNp-bSQ	District One	3400 S Jones Blvd, Ste 8	Las Vegas	NV	89146	36.127578	-115.224089	4.0	1714	1	Seafood, Asian Fusion, Vietnamese, Dive Bars, Sports Bars, Bars, Nightlife, Restaurants
M0pkmBUi_CI0qrzN7ee80Q	Amélie's French Bakery & Café	380 S College St	Charlotte	NC	28202	35.224286	-80.845116	4.0	646	1	Food, Coffee & Tea, Restaurants, Bakeries, Cafes
OFCvoGqjZ8LpFvRIIFA71Q	Vieux-Port Steakhouse	39 Rue Saint Paul E	Montréal	QC	H2Y 1G2	45.5061729848	-73.5535884709	3.5	234	1	Venues & Event Spaces, Gluten-Free, Event Planning & Services, Steakhouses, Restaurants
481p1hwCe2vd_s8tUJd4CA	Brake Masters	1901 N Scottsdale Rd	Scottsdale	AZ	85257	33.4689526	-111.9258134	4.5	68	1	Oil Change Stations, Auto Repair, Automotive, Towing
nFR7dDedxRuBeZz_6Cdalg	Cantina Laredo	7361 E Frank Lloyd Wright Blvd	Scottsdale	AZ	85260	33.6368494	-111.9217185	3.5	251	0	Breakfast & Brunch, Restaurants, Mexican, Bars, Nightlife
SkO0Kd4_bO4VWTzCa_k8_g	SideBar	1514 N 7th Ave, Fl 2	Phoenix	AZ	85007	33.465324	-112.082798	4.0	387	1	Bars, Nightlife, Cocktail Bars, Karaoke, Lounges
S2fqTAlKuieQ1ZE2t7r6_w	Milestones Restaurants	1001 The Queensway	Etobicoke	ON	M8Z 6C7	43.6231519	-79.5152455	3.5	72	1	American (Traditional), American (New), Comfort Food, Restaurants, Nightlife, Canadian (New), Bars
qGC_GE-1fnjVvfzpu_Lbkw	Yang's Sushi	4261 Highway 7	Markham	ON	L3R 9W6	43.859605	-79.314263	2.5	151	1	Imported Food, Sushi Bars, Restaurants, Asian Fusion, Food, Ethnic Food, Specialty Food
eQel7bUz75j0AVKnfsillg	Korean Grill House	214 Queen Street W	Toronto	ON	M5V 1Z2	43.6505585	-79.3893838	3.5	268	1	Korean, Restaurants
Zmfq3DVhHdtVChhSxzoUHw	Panna Thai Restaurant	6015 S Fort Apache Rd, Ste 100	Las Vegas	NV	89148	36.0789362	-115.2985524	4.0	650	1	Thai, Beer, Wine & Spirits, Restaurants, Vegetarian, Asian Fusion, Food
uuGlYAIvYAX1q1KhpY6dtA	Brand Steakhouse	3770 Las Vegas Blvd S	Las Vegas	NV	89109	36.1047801463	-115.1749268102	4.0	497	0	Nightlife, Bars, American (Traditional), Steakhouses, Restaurants
Y3vtXQz3zPc5AVyUAsAj5Q	Pho Real Vietnamese Restaurant and Bar	440 E McCullough Dr, Ste 206	Charlotte	NC	28262	35.3020949	-80.7477174	3.5	344	1	Nightlife, Cocktail Bars, Bars, Vietnamese, Restaurants, Food, Bubble Tea
Qit5T2k6_gcu4BH4EYTsVw	Toronto Island	Toronto Island	Toronto	ON	M5J 1A7	43.6196735315	-79.3762207031	4.5	97	1	Amusement Parks, Parks, Active Life, Beaches
0Jyc53wOZt4dbbVPrKjuxA	Pho Metro	1995 Salem Road North, Unit 5	Ajax	ON	L1T 4V9	43.8977411	-79.0307875	3.0	50	1	Vietnamese, Restaurants
Shl3mwCOqM6pfQKyY_nVgQ	ATL Wings	1455 S Stapley Dr	Mesa	AZ	85204	33.387664	-111.804965	4.0	131	1	Restaurants, Chicken Wings, Southern
0TBTV3q6QXCn9vNhy3Xi2w	Café Lalibela	849 W University Dr	Tempe	AZ	85281	33.4213360711	-111.9516148853	4.5	506	1	Food, Beer, Wine & Spirits, Gluten-Free, Ethiopian, Vegetarian, Restaurants, African, Vegan
h_4dPV9M9aYaBliH1Eoeeg	Wvrst	609 King Street W	Toronto	ON	M5V 1M5	43.6441855505	-79.4010148553	4.0	782	1	Canadian (New), Nightlife, Pubs, Restaurants, German, Beer Bar, Bars
vqchHQAwk-uadXETDljUrA	Thai Foot Massage	66 S Dobson Rd, Ste 105	Mesa	AZ	85202	33.4130573	-111.8759932	4.0	128	1	Massage, Beauty & Spas, Reflexology, Health & Medical
UFVy-8WC7pDzvBUzOvdwzA	1900 Mexican Grill	1523 Elizabeth Ave	Charlotte	NC	28204	35.2142256	-80.826742	3.0	172	1	Mexican, Restaurants
aBHpHQCgpPvBRQvK7ySLIA	The Holy Grill	827 10th Avenue SW	Calgary	AB	T2R 0B4	51.0437156841	-114.0807839513	4.5	173	1	Sandwiches, Burgers, Breakfast & Brunch, Restaurants
9tJu-hhQXy6B4ICrUJlCmA	Barrow Neurological Institute	350 W Thomas Rd	Phoenix	AZ	85013	33.4811303	-112.0794341	3.0	64	1	Neurologist, Doctors, Health & Medical, Surgeons, Hospitals, Medical Centers
5H4coiGpvG3XdnU1Nde2xQ	Keung's Restaurant	8380 Kennedy Road	Markham	ON	L3R 0W4	43.8607259	-79.304713	3.5	70	1	Restaurants, Chinese
YOD9dXrnpu8HTRILpF0onw	Times Square Neighborhood Italian Restaurant	718 E Union Hills Dr	Phoenix	AZ	85024	33.6561019405	-112.0636328614	4.0	297	1	Italian, Restaurants
vExvdgUbU377-Fry2uuv_w	Banknote Bar	663 King Street W	Toronto	ON	M5V 1M5	43.6438454	-79.4023616	3.5	80	1	Italian, Pizza, Pubs, Bars, Nightlife, Food, Beer, Wine & Spirits, Restaurants, Cocktail Bars, American (Traditional)
x9p1WdRz7FSRy0Q38PiGlA	Potbelly Sandwich Shop	1717 S Rural Rd, Ste 102	Tempe	AZ	85281	33.409667	-111.926046	4.0	107	1	Fast Food, Delis, Restaurants, Sandwiches, Soup, Salad
WD64Zr_LUXITJVAOFnT5Aw	Buffalo Wild Wings	26200 Harvard Rd	Warrensville Heights	OH	44122	41.449011307	-81.4958645403	2.0	113	1	Nightlife, Bars, American (New), Food, Chicken Wings, Restaurants, Sports Bars, American (Traditional)
5JxlZaqCnk1MnbgRirs40Q	Cabo Mexican Restaurant	Red Rock Casino Resort & Spa, 11014 W Charleston Blvd	Las Vegas	NV	89135	36.1183433533	-115.3388214111	3.5	56	0	Restaurants, Mexican
8un5h1h8NXs0hzeVraaPbA	Olive Garden Italian Restaurant	3380 N Scottsdale Rd	Scottsdale	AZ	85251	33.4873691817	-111.9270547422	3.5	181	1	Salad, Bars, Restaurants, Nightlife, Wine Bars, Italian, Soup
64E4jIkHN20RVJoaM2fyGw	O'Kelley's	2120 W Guadalupe Rd, Ste 17	Mesa	AZ	85202	33.364852	-111.879299	3.5	72	1	Arts & Entertainment, Music Venues, Nightlife, Bars, Sports Bars, Restaurants, American (Traditional), Karaoke
3nzK3K-Dfo1L6mpB8FTKkw	Pei Wei Asian Diner	Phx Sky Harbor Airport	Phoenix	AZ	85034	33.4372559578	-112.0018788621	2.5	128	1	Japanese, Restaurants, Asian Fusion, Chinese
tInrGCzll4k9hF34Ye1rvQ	Chima Steakhouse	139 S Tryon St	Charlotte	NC	28202	35.2263043	-80.8439491	4.0	541	1	Venues & Event Spaces, Nightlife, Buffets, Vegetarian, Brazilian, Bars, Cocktail Bars, Steakhouses, Restaurants, Event Planning & Services
KalAJyO0Zpg3K1wVwYXBHA	Marché Bacchus	2620 Regatta Dr, Ste 106	Las Vegas	NV	89128	36.2075389	-115.2681541	3.5	817	1	Food, Beer, Wine & Spirits, Wine Bars, Nightlife, French, Bars, Restaurants, Specialty Food, Breakfast & Brunch
hDRjIbbseWN7ZSVZy2t2fA	Betsy's Ice Cream	664 Washington Rd	Pittsburgh	PA	15228	40.380726	-80.044831	4.0	63	1	Desserts, Food, Ice Cream & Frozen Yogurt
1HD5iUUfVJDbfEBIn9yVhw	Boba Tea House	2055 N Dobson Rd	Chandler	AZ	85224	33.3371772	-111.8753965	4.0	357	1	Coffee & Tea, Juice Bars & Smoothies, Food, Bubble Tea
uMkKv9SlKmpXZ_5ZkZGL4Q	Diana's Seafood	2101 Lawrence Avenue East	Toronto	ON	M1R 2Z4	43.7454795	-79.2914438	4.0	64	1	Food, Specialty Food, Seafood Markets
e1RcTvtihmYdf8At7hLgRw	JACK Cleveland Casino	100 Public Square	Cleveland	OH	44113	41.498569	-81.693098	3.0	307	1	Adult Entertainment, Restaurants, Buffets, Casinos, Arts & Entertainment, Bars, Nightlife
-zbcosKSMGDhaZYN-CrcVA	Target	4155 S Grand Canyon Dr	Las Vegas	NV	89147	36.114471	-115.311127	3.5	133	1	Shopping Centers, Fashion, Shopping, Department Stores, Photography Stores & Services, Home & Garden, Electronics, Men's Clothing, Furniture Stores, Women's Clothing
Xg7gOJjwtzmFGBxtSfOBlA	Green Lotus Vegetarian	1933 W Main St, Ste 7	Mesa	AZ	85201	33.413244	-111.8735797	4.0	85	0	Vietnamese, Thai, Restaurants, Vegetarian
HGuHk935tyokX6kveEviJw	Mekong Palace	66 S Dobson Rd, Ste 120	Mesa	AZ	85202	33.413766	-111.876289	3.5	340	1	Seafood, Restaurants, Food, Ethnic Food, Specialty Food, Chinese, Dim Sum, Cantonese
bdN96PwSC95NJVMgQZ7drQ	The Home Depot	1155 W Chandler Blvd	Chandler	AZ	85224	33.3038156186	-111.8615430593	3.0	60	1	Appliances, Hardware Stores, Shopping, Nurseries & Gardening, Home & Garden
FHYKWg2ZAJf3cRWKfg2Y5g	Craque de Creme	1360 Bathurst Street	Toronto	ON	M5R 3H7	43.6798133	-79.4172654	4.0	68	1	Food, Desserts
X6UI4rkQLhzQXk492V_GAw	Broadacres Marketplace	2930 N Las Vegas Blvd	North Las Vegas	NV	89030	36.211281	-115.102179	4.0	140	1	Arts & Entertainment, Shopping, Music Venues, Local Flavor, Nightlife, Venues & Event Spaces, Event Planning & Services, Shopping Centers
3j_mvJHnT7nJd7su_7zazw	Ginseng 3	3535 Las Vegas Blvd	Las Vegas	NV	89109	36.118221	-115.172532	3.0	104	0	Japanese, Restaurants, Chinese, Korean
ETTzxqOcPuxMqV37y1uhdg	Giant Rustic Pizza	3945 E Camelback Rd	Phoenix	AZ	85018	33.5089856	-111.9960776	4.0	171	1	Pizza, Restaurants
mFBZcwkHuys0pbyBGOhKoQ	Flock Rotisserie + Greens	330 Adelaide Street W	Toronto	ON	M5V 1R4	43.647493	-79.392508	4.0	115	1	Soup, Restaurants, Chicken Shop, Specialty Food, Health Markets, Fast Food, Salad, Food
NXWWlAJi2kDltKRiSzAk2w	Total Wine & More	21001 N Tatum Blvd, Ste 12	Phoenix	AZ	85050	33.6764114	-111.9762914	4.0	113	1	Food, Head Shops, Shopping, Beer, Wine & Spirits, Flowers & Gifts, Tobacco Shops, Grocery
mZkenbcxoR0ZObDgctD4fg	JOANN Fabrics and Crafts	651 Marks St	Henderson	NV	89014	36.066009	-115.038254	2.5	86	1	Art Supplies, Arts & Crafts, Holiday Decorations, Shopping, Home & Garden, Home Decor, Fabric Stores
xTW5PkLEdMBs2f2W8RGy0g	Miele's Italian and Banquet Hall	2050 W Guadalupe Rd, Ste 9	Mesa	AZ	85202	33.3647941	-111.8783309	4.0	148	1	Restaurants, Event Planning & Services, Italian, Food, Desserts, Venues & Event Spaces, Pizza, Buffets, Sandwiches
csf6o4VOiXk0oZaoyMiCww	The Thirsty Beaver	1225 Central Ave	Charlotte	NC	28204	35.2213326	-80.8173156	4.5	128	1	Nightlife, Dive Bars, Bars
xEH00X_VoRepWKXQrragmw	Zen Kitchen	3752 Las Vegas Blvd S	Las Vegas	NV	89158	36.1062631042	-115.17428644	4.0	387	1	Japanese, Bars, Acai Bowls, Food, Sushi Bars, Nightlife, Asian Fusion, Juice Bars & Smoothies, American (New), Ice Cream & Frozen Yogurt, Restaurants, Cocktail Bars, Breakfast & Brunch
Nxg73OigmRQQq0d1pKtkUQ	Xe Lua Restaurant	254 Spadina Avenue, 2nd Floor	Toronto	ON	M5T 2C2	43.6517002	-79.3979873	3.0	177	1	Vietnamese, Restaurants
wVc3g-YfyDvkOLDecpr4DA	Five Doors North	2088 Yonge Street	Toronto	ON	M4S 2A3	43.7022152689	-79.397614373	4.0	115	1	American (New), Restaurants, Italian, Canadian (New)
0-8DTqVaY9RJU0PAWD2l6Q	The Owl of Minerva	3229 Highway 7	Markham	ON	L3R 3P3	43.8481424693	-79.3495433839	3.0	92	1	Imported Food, Korean, Restaurants, Specialty Food, Food, Ethnic Food
CIF-zvPmVk-hVqExQmvw-g	Paramount Middle Eastern Kitchen	2635 Eglinton Avenue W	Mississauga	ON	L5M 7E1	43.55648602	-79.7100194861	3.0	110	1	Restaurants, Middle Eastern, Halal, Lebanese
yxLVwItd1Wnhy6SeUUcNYA	The Lodge: A Sportsman's Grill	7725 Colony Rd	Charlotte	NC	28226	35.106407	-80.8077349	3.5	106	1	American (Traditional), Bars, Nightlife, Gluten-Free, Comfort Food, Burgers, Food, Beer, Wine & Spirits, Sports Bars, Restaurants
OoKNxTMu5YAaNgQKQ4SrzA	Desert Roots Kitchen	414 S Mill Ave, Ste 111	Tempe	AZ	85281	33.4259738171	-111.940346	4.5	285	1	Gluten-Free, Vegetarian, Vegan, Restaurants
lZ8T7NFAo1JGAAopTV_OTQ	Chilitos Taberna	1309 17 Ave SW	Calgary	AB	T2T 0C4	51.0376049	-114.0922184	3.5	108	1	Restaurants, Mexican, Nightlife, Bars
bCh7vrbbxSKx0mtZnOvQoQ	Harkins Camelview at Fashion Square	7014 E Camelback Rd	Scottsdale	AZ	85251	33.504716	-111.927479	3.5	266	1	Arts & Entertainment, Cinema
DIUK7_PjGCOMcpS2fBiALg	Avenue Club and the Bubble Up Bar	1128 E Washington Ave	Madison	WI	53703	43.0855391	-89.3694044	3.5	197	1	Restaurants, Bars, Cocktail Bars, Nightlife, American (Traditional), Food, Desserts
eYKQ0WTUDU5G9Hez5Ze5Aw	Red Clay Ciderworks	245 Clanton Rd	Charlotte	NC	28217	35.1944573	-80.8748346	4.5	120	1	Breweries, Cideries, Food, Sandwiches, Restaurants
0qSKZhVC_BHPuKro4QGWJw	Hank's Fine Steaks & Martinis	2300 Paseo Verde Pkwy	Henderson	NV	89052	36.0202484	-115.0899679	4.0	526	1	Nightlife, Bars, Restaurants, Steakhouses, Seafood, Cocktail Bars, Sports Bars
Ul6JwluSTm12PVDIqnNaTg	Kaya	2000 Smallman St	Pittsburgh	PA	15222	40.4516553	-79.9844699	4.0	718	1	Caribbean, Latin American, Nightlife, Restaurants, Bars
u_vPjx925UPEG9DFOAAvFQ	Flamingo Las Vegas Hotel & Casino	3555 Las Vegas Blvd S	Las Vegas	NV	89109	36.116446	-115.170793	2.5	3905	1	Arts & Entertainment, Casinos, Hotels, Hotels & Travel, Event Planning & Services
yo1G0hD855DYmU-YVlIKcw	Arizona Distilling	601 W University Dr	Tempe	AZ	85281	33.4215541	-111.947455	4.5	72	1	Beer, Wine & Spirits, Distilleries, Food, Bars, Nightlife, Cocktail Bars
_nL5u09k7J7XAww1_UJ-tw	Best Buy SW Las Vegas	6950 Arroyo Crossing Pkwy	Las Vegas	NV	89113	36.0645856	-115.2435426	2.5	248	1	Local Services, Home & Garden, Hardware Stores, Computers, Electronics, Department Stores, Appliances, Shopping, IT Services & Computer Repair, Fashion, Appliances & Repair
kk9vGmlZNCdFuNC487YlBA	Clark County Regional Justice Center	200 Lewis St	Las Vegas	NV	89101	36.1662652	-115.1459929	3.0	64	1	Public Services & Government, Courthouses
VrGI7_nRjXpn0415S3coGQ	Vegas Noodle House	3516 Wynn Rd	Las Vegas	NV	89103	36.1258871	-115.1944248	4.0	782	1	Restaurants, Vegetarian, Thai, Noodles
ypfFfR3-PbtoslIhohNstw	Lee's Korean BBQ	6820 Spring Mountain Rd, Ste 110	Las Vegas	NV	89146	36.1267945039	-115.2410376816	3.5	560	1	Local Services, Korean, Restaurants
OURoudNtFXyd7RTtl5ASKg	Café Pamenar	307 Augusta Avenue	Toronto	ON	M5T 2M2	43.6566765	-79.4027438	4.0	105	1	Nightlife, Coffee & Tea, Food, Bars
uUEKndnFbHD8mVkGiirtpA	Tommy Bahama Restaurant | Bar | Store - Las Vegas	6635 Las Vegas Blvd. South	Las Vegas	NV	89119	36.0684969257	-115.1769306291	4.0	566	1	Seafood, Restaurants, American (New), Bars, Caribbean, Hawaiian, Nightlife, Cocktail Bars
2JU7FRlnYgdRauYyFzHSLA	Hamburger Hut 'N' Market	2512 E Cheyenne Ave	North Las Vegas	NV	89030	36.2181297	-115.1161207	4.0	199	1	Burgers, Chicken Wings, Restaurants
TShoU62Hm-4wH2EzwkJbrg	Saigon Nites Vietnamese Cuisine	15111 N Hayden Rd, Ste 110	Scottsdale	AZ	85260	33.62204	-111.9044144	3.5	293	1	Restaurants, Vietnamese
Y9kXVlU4xPfSZvkZH6C_2Q	Naked City Tavern	6295 S Pecos Rd	Las Vegas	NV	89120	36.0754996	-115.1012465	3.5	77	0	Restaurants, Pizza, Italian, American (New), Bars, Sports Bars, Nightlife
CK-Gv3vqIlWOrKP4fhT8_g	D's Six Pax & Dogz	1118 S Braddock Ave	Pittsburgh	PA	15218	40.432083	-79.893639	4.0	387	1	Hot Dogs, American (Traditional), Food, Restaurants, Beer, Wine & Spirits, Bars, Pubs, Nightlife
GoMlPsj-w62P58ZjUPYKmw	Chipotle Mexican Grill	1515 N 7th Ave, Ste 120	Phoenix	AZ	85007	33.465525	-112.082369	3.0	91	1	Restaurants, Mexican, Fast Food
RbMo9QIPDWP7nAAolS7IFA	Kennedy's Premium Bar and Grill	366 N Caswell St	Charlotte	NC	28204	35.2120262	-80.8184488	3.5	117	0	Irish, Bars, Nightlife, American (Traditional), Food, Sports Bars, Restaurants, Beer, Wine & Spirits
7_LXJ_VFRMGT0NvuY0sgRQ	Park N Go	4101 Scott Futrell Dr	Charlotte	NC	28208	35.2408072	-80.9344377	4.0	83	1	Professional Services, Parking, Automotive
v4qyBRpTBvOO55M4IAqNNg	Tomo Japanese Cuisine	1550 N Dysart Rd, Ste A7-9	Goodyear	AZ	85395	33.463543	-112.341878	3.5	425	1	Restaurants, Sushi Bars, Asian Fusion, Japanese
_iEl9sCLsvXEFHUWPvgsAg	Chico Malo	50 W Jefferson St, Ste 100	Phoenix	AZ	85004	33.4478910339	-112.0738992847	4.0	547	1	Tapas\/Small Plates, Restaurants, Tapas Bars, Mexican
spCzs32TMQpRCJbJfArZng	IKEA - Cafe	6500 Ikea Way	Las Vegas	NV	89148	36.068814	-115.28119	3.5	209	1	Restaurants, Cafeteria
PFAvETr4Vf6UY548TWvhFA	Koi Sakana Ramen House	360 Highway 7 E, Unit 3	Richmond Hill	ON	L4B 3Y7	43.8415228327	-79.3970154426	4.0	175	1	Restaurants, Canadian (New), Japanese, Ramen
YkdEIDQkn7osX5xW584WMw	Death in Venice Gelato	1418 Dundas West	Toronto	ON	M6J 1Y5	43.6496985	-79.429303	4.0	92	1	Food, Bakeries, Coffee & Tea, Ice Cream & Frozen Yogurt
jb0-JZMt-6Khsh-VwsDtLQ	The Tasty Touch	4727 East Bell Rd, Ste 5	Phoenix	AZ	85032	33.6382915146	-111.9811101912	4.0	152	1	Restaurants, Vegetarian, Indian, Gluten-Free
6zry3kyGHiplbQ4rdqxbaQ	Turtlehead Peak	3205 State Rte 159	Las Vegas	NV	89161	36.1171083	-115.4447558	4.5	52	1	Hiking, Active Life
JJe0yIYC_M3la1Qbm9i3UQ	Sachsenheim Hall	7001 Denison Ave	Cleveland	OH	44102	41.4614267	-81.7360962	4.0	57	1	Tacos, Fish & Chips, Event Planning & Services, Mexican, Restaurants, Venues & Event Spaces, Nightlife, Caterers, Party & Event Planning, Lounges, Bars
4qG3Gh8QyugC1XvoTlmgcQ	Egg Works	9355 W Flamingo Rd	Las Vegas	NV	89147	36.1145171608	-115.2955863655	4.5	855	1	Restaurants, American (Traditional), Breakfast & Brunch, Brasseries, Burgers
kYli-nDMENotoxZonriBLA	Mi-Ne Sushi	325 Bremner Boulevard	Toronto	ON	M5V	43.6405181122	-79.3908636901	3.5	151	1	Restaurants, Japanese
